filename,source_type,text,C1__expert,C2__expert,C3__expert,C4__expert,C5__expert,C6__expert,C1,C2,C3,C4,C5,C6,C1_flag,C2_flag,C3_flag,C4_flag,C5_flag,C6_flag,C1_rationale,C2_rationale,C3_rationale,C4_rationale,C5_rationale,C6_rationale,narrative_feedback,element_score_raw
Case060_345332.pdf,,,3,4,5,3,3,2,0,4,5,3,4,1,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, one primary stakeholder group.","The portfolio presents a clear list of prioritized and detailed design requirements, five of which are identified as high priority, thus earning a score of 4 for C2 and 5 for C3. However, there is no explicit evidence of these requirements being related to prior research, resulting in a score of 0 for C1. While the requirements are generally objective and measurable, some could be more specific, leading to a score of 3 for C4. The requirements are likely to lead to a tangible and viable solution, earning a score of 4 for C5. However, the validation of these requirements is limited to one primary stakeholder group, resulting in a score of 1 for C6. To improve, the student should provide clear evidence of how the design requirements are related to prior research and ensure that all requirements are specific and measurable. Additionally, the student should seek validation from more primary stakeholder groups.",2.83
Case061_225241.pdf,,,2,2,5,2,4,1,0,4,5,3,4,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some are not clearly defined.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements in the portfolio are well listed, prioritized, and generally clear, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, the requirements are only generally objective and measurable, earning a score of 3 in category C4. They are likely to lead to a tangible solution, earning a score of 4 in category C5. There is no evidence of validation by primary stakeholder groups, resulting in a score of 0 in category C6. There is also no evidence of the design requirements being related to prior research, resulting in a score of 0 in category C1. To improve, the student should provide evidence of stakeholder validation and link the design requirements to prior research. The student should also ensure all requirements are clearly defined and measurable.",2.67
Case062_145230.docx,,,1,4,5,2,3,0,3,4,5,2,3,0,,,,,,,"Design requirements are generally related to prior research, but the linkage is not always explicit or fully developed.","Design requirements are listed, prioritized, generally clear, and detailed. However, some requirements could be more specific.",Five of the design requirements listed are identified as high priority.,"Design requirements may be only sometimes objective and/or measurable. Some requirements lack clear, measurable criteria.","Design requirements have a potential to lead to a tangible and viable problem solution, but the connection is not always clear or direct.","There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are generally related to prior research, but the linkage could be more explicit (C1). The requirements are listed, prioritized, and generally clear, but some could be more specific (C2). Five requirements are identified as high priority (C3), but they are not always objective or measurable (C4). The requirements have potential to lead to a solution, but the connection is not always clear (C5). There is no evidence of validation by primary stakeholder groups (C6). To improve, make sure all requirements are objective and measurable, and provide evidence of stakeholder validation. Also, strengthen the connection between requirements and the potential solution.",2.83
Case063_035220.docx,,,0,3,5,2,2,0,5,5,5,5,4,0,,,,,,,"The design requirements are clearly related to prior research, as evidenced by the detailed explanations provided for each requirement.","The design requirements are listed, prioritized, clear, and detailed. Each requirement is explained in depth and its priority level is clearly stated.",Five of the design requirements listed are identified as high priority.,The design requirements are consistently objective and measurable. Each requirement includes specific measurements or criteria.,"The design requirements would likely lead to a tangible and viable problem solution. However, the connection between the requirements and the solution could be more explicitly stated.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The student's design requirements are well-developed, clearly related to prior research, and consistently objective and measurable. The requirements are also likely to lead to a tangible and viable problem solution. However, the student could improve by providing evidence that the requirements have been validated by primary stakeholder groups. Additionally, while the requirements are generally well-explained, the student could further clarify the connection between the requirements and the proposed solution. Finally, the student could consider providing more detail on how the medium and low priority requirements contribute to the overall design.",4.00
Case064_044455.docx,,,0,4,4,4,5,5,0,4,5,4,4,1,,,,,,,The design requirements are not explicitly related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 1 primary stakeholder group.","The design requirements are well-structured, prioritized, and detailed, earning a score of 4 in C2. Five high-priority requirements are identified, earning a score of 5 in C3. These requirements are nearly always objective and measurable, earning a score of 4 in C4. They are likely to lead to a tangible and viable solution, earning a score of 4 in C5. However, the requirements are not explicitly related to prior research, resulting in a score of 0 in C1. Furthermore, only one primary stakeholder group is identified, earning a score of 1 in C6. To improve, the student should explicitly relate the design requirements to prior research and validate the requirements with more primary stakeholder groups.",3.00
Case065_344341.docx,,,3,4,4,3,4,1,0,4,5,3,4,1,,,,,,,The design requirements are not explicitly related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are generally objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, one primary stakeholder group.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. However, they are not explicitly related to prior research, resulting in a score of 0 in category C1. Five high-priority requirements are identified, earning a score of 5 in category C3. The requirements are generally objective and measurable, but could be more consistently so, resulting in a score of 3 in category C4. The requirements are likely to lead to a tangible and viable solution, earning a score of 4 in category C5. However, the requirements have only been validated by one primary stakeholder group, resulting in a score of 1 in category C6. To improve, the student should explicitly relate the design requirements to prior research and seek validation from more stakeholder groups. The student should also strive to make the requirements consistently objective and measurable.",2.83
Case066_223320.docx,,,2,2,3,3,2,0,2,3,3,3,2,0,,,,,,,Only some design requirements are related to prior research.,"Design requirements are listed and prioritized, but lack detail and clarity.",Three design requirements are identified as high priority.,Design requirements are generally objective and measurable.,Design requirements have some potential to lead to a tangible and viable problem solution.,There is no evidence of primary stakeholder validation.,"The portfolio shows some understanding of design requirements, but lacks depth and detail. While three high-priority requirements are identified, they are not clearly related to prior research (C1) and lack detail (C2). They are generally objective and measurable (C4), but only have some potential to lead to a solution (C5). There is no evidence of stakeholder validation (C6), which is a critical aspect of the design process. To improve, the student should provide more detail for each requirement, clearly link them to prior research, and provide evidence of stakeholder validation. Additionally, the student should work on making the requirements more objective and measurable, and demonstrate how they lead to a viable solution.",2.17
Case067_333332.docx,,,3,3,3,3,3,2,2,2,3,2,2,0,,,,,,,Only some design requirements are related to prior research.,Design requirements are listed and prioritized but some are incomplete and lack specificity.,Three of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have some potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The portfolio shows some understanding of design requirements, but there are areas for improvement. While three high-priority requirements are identified (C3), they are not always clearly related to prior research (C1) and lack objective and measurable criteria (C4). The potential of these requirements to lead to a viable solution is also not fully demonstrated (C5). Furthermore, there is no evidence of validation by primary stakeholder groups (C6). To improve, the student should ensure all requirements are clearly linked to research, are objective and measurable, and have potential to lead to a solution. Additionally, the student should seek validation from primary stakeholders to ensure the requirements meet their needs.",1.83
Case068_125222.pdf,,,1,2,5,2,2,2,0,4,5,3,4,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"Design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"Design requirements are generally objective and measurable, but some could be more specific.",The design requirements would likely lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well listed, prioritized, and generally clear and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, the requirements could be more specific and measurable, earning a score of 3 in category C4. The requirements are likely to lead to a viable solution, earning a score of 4 in category C5. There is no evidence of validation by primary stakeholder groups, resulting in a score of 0 in category C6. There is also no evidence that the design requirements are related to prior research, resulting in a score of 0 in category C1. To improve, the team should ensure that their design requirements are directly related to their research and validated by their primary stakeholders. They should also aim to make their requirements more specific and measurable.",2.67
Case069_200220.docx,,,2,0,0,2,2,0,0,2,4,3,3,0,,,,,,,There is no explicit connection between the design requirements and prior research.,The design requirements are listed but lack clear structure or specificity. Prioritization is not explicitly stated.,"Four design requirements are listed, but their priority is not explicitly stated.","The design requirements are generally objective and measurable, but some are not clearly defined.","The design requirements have potential to lead to a tangible and viable problem solution, but the connection is not explicitly stated.",There is no evidence that the design requirements have been validated by any primary stakeholder groups.,"The design requirements in this portfolio are generally objective and measurable, but lack clear structure and specificity. The connection between the requirements and a tangible solution is not explicitly stated, and there is no evidence of validation by primary stakeholder groups. To improve, the student should explicitly connect the design requirements to prior research, clearly prioritize the requirements, and provide evidence of validation by primary stakeholder groups. Additionally, the student should make the connection between the requirements and a tangible solution more explicit.",2.00
Case070_000220.docx,,,0,0,0,2,2,0,2,2,0,2,3,1,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated.","The design requirements are listed but lack clear structure or specificity, and there is no clear prioritization.",There are no design requirements identified as high priority.,"Some of the design requirements are objective and measurable, but others are vague and subjective.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not clearly demonstrated.","There is minimal evidence that the design requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements presented in this portfolio show some potential, but there are several areas that need improvement. The connection between the design requirements and prior research (C1) needs to be made more explicit. The requirements themselves (C2) need to be more specific and clearly prioritized. There are no requirements identified as high priority (C3), which is a significant omission. While some of the requirements are objective and measurable (C4), others are vague and subjective. The potential of the requirements to lead to a tangible and viable solution (C5) is not clearly demonstrated. Finally, there is minimal evidence that the requirements have been validated by primary stakeholder groups (C6). To improve, the student should make the connection to prior research more explicit, provide more detail and prioritization in the requirements, identify high-priority requirements, make all requirements objective and measurable, and provide evidence of stakeholder validation.",1.67
Case071_011211.docx,,,0,1,1,2,1,1,2,2,1,3,3,2,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated for all requirements.","The requirements are listed and prioritized, but some are incomplete and lack specificity.","Only one design requirement, durability, is identified as a high priority.","The design requirements are generally objective and measurable, but some are not clearly defined.","The design requirements have potential to lead to a tangible and viable problem solution, but the connection is not explicitly stated.","There is evidence that requirements represent the needs of some primary stakeholder groups, but validation is not explicitly stated.","The design requirements are somewhat related to prior research, but the connection is not explicitly stated for all requirements, earning a score of 2 for C1. The requirements are listed and prioritized, but some are incomplete and lack specificity, resulting in a score of 2 for C2. Only one design requirement, durability, is identified as a high priority, leading to a score of 1 for C3. The design requirements are generally objective and measurable, but some are not clearly defined, earning a score of 3 for C4. The design requirements have potential to lead to a tangible and viable problem solution, but the connection is not explicitly stated, resulting in a score of 3 for C5. There is evidence that requirements represent the needs of some primary stakeholder groups, but validation is not explicitly stated, leading to a score of 2 for C6. To improve, the student should explicitly state the connection between the design requirements and prior research, provide more detail and specificity in the requirements, identify more high-priority requirements, and provide evidence of stakeholder validation.",2.17
Case072_525440.docx,,,5,2,5,4,4,0,4,3,5,3,4,3,,,,,,,"The design requirements are mostly related to prior research, but the connection could be more explicit in some cases.","The design requirements are listed and prioritized, but the details are somewhat vague and could be more specific.","Five of the design requirements are identified as high priority, meeting the highest level of the rubric.","The design requirements are generally objective and measurable, but there are instances where the measurability could be more explicit.","The design requirements are likely to lead to a tangible and viable problem solution, but there could be more evidence to support this.","There is evidence that the requirements represent the needs of some primary stakeholder groups, but not all.","The design requirements are generally well-developed and related to prior research, but could benefit from more explicit connections and specificity (C1, C2). The requirements are prioritized, with five identified as high priority (C3), and are generally objective and measurable (C4). However, the measurability could be more explicit in some cases. The requirements are likely to lead to a tangible solution (C5), but more evidence could be provided to support this. There is evidence of stakeholder validation, but not for all groups (C6). To improve, the student could provide more explicit connections to prior research, more specific details in the requirements, clearer measurability, and more evidence of stakeholder validation.",3.67
Case073_510325.docx,,,5,1,0,3,2,5,4,3,5,4,4,3,,,,,,,"Most design requirements are related to prior research, but not all are explicitly linked.","Design requirements are listed and prioritized, but some lack specificity.",Five of the design requirements listed are identified as high priority.,"Design requirements are nearly always objective and measurable, but some could be more specific.",Design requirements would likely lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of some primary stakeholder groups, but not all.","The design requirements are generally well-developed and linked to prior research, earning a score of 4 for C1. However, some requirements could be more specific, leading to a score of 3 for C2. Five high-priority requirements are identified, earning a score of 5 for C3. The requirements are nearly always objective and measurable, but some could be more specific, leading to a score of 4 for C4. The requirements are likely to lead to a tangible solution, earning a score of 4 for C5. However, not all primary stakeholder groups are represented, leading to a score of 3 for C6. To improve, the student could make all requirements more specific and measurable, and ensure that all primary stakeholder groups are represented in the requirements.",3.83
Case074_235330.pdf,,,2,3,5,3,3,0,0,4,5,3,4,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but some could be more specific.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements are well listed, prioritized, and generally clear and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. However, there is no evidence of the requirements being related to prior research, resulting in a score of 0 in category C1. The requirements are generally objective and measurable, but could be more specific, earning a score of 3 in category C4. They are likely to lead to a tangible and viable problem solution, earning a score of 4 in category C5. However, there is no evidence of validation by primary stakeholder groups, resulting in a score of 0 in category C6. To improve, the student should provide evidence of how the requirements are related to prior research and how they have been validated by primary stakeholder groups. The student should also aim to make all requirements objectively measurable.",2.67
Case075_000001.docx,,,0,0,0,0,0,1,0,2,0,3,2,1,,,,,,,There is no evidence of design requirements being related to prior research.,Design requirements are listed but lack clear structure or specificity. Prioritization is not explicitly mentioned.,There is no evidence of high-priority design requirements being identified.,"Design requirements are generally objective and measurable, but not consistently so.","Design requirements have some potential to lead to a tangible and viable problem solution, but the connection is not clearly articulated.","There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements in this portfolio are listed but lack clear structure or specificity, and there is no evidence of prioritization or relation to prior research. While the requirements are generally objective and measurable, they are not consistently so, and the connection to a tangible and viable problem solution is not clearly articulated. There is minimal evidence that the requirements represent the needs of, and have been validated by, primary stakeholder groups. To improve, the student should clearly structure and prioritize the design requirements, relate them to prior research, and ensure they are consistently objective and measurable. The student should also clearly articulate how the requirements lead to a tangible and viable problem solution, and provide evidence of validation by primary stakeholder groups.",1.33
Case076_000000.docx,,,0,0,0,0,0,0,0,2,0,3,2,1,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,Design requirements are listed but lack clear structure or specificity. Prioritization is not explicitly mentioned.,There is no explicit identification of high-priority design requirements.,"Design requirements are generally objective and measurable, but this is inconsistent across the requirements.","Design requirements have some potential to lead to a tangible and viable problem solution, but the connection is not clearly articulated.","There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements in this portfolio lack clear structure and specificity, and there is no explicit prioritization. While the requirements are generally objective and measurable, this is inconsistent across the requirements. The requirements have some potential to lead to a tangible and viable problem solution, but this connection is not clearly articulated. There is minimal evidence that the requirements represent the needs of, and have been validated by, primary stakeholder groups. To improve, the student should clearly structure and prioritize the design requirements, ensure that all requirements are objective and measurable, and provide evidence of validation by primary stakeholder groups. The student should also clearly articulate how the requirements will lead to a tangible and viable problem solution.",1.33
Case077_000110.pdf,,,0,0,0,1,1,0,0,3,5,2,3,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"The design requirements are listed and prioritized, but they are only generally clear and somewhat detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are only sometimes objective and/or measurable.,The design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements in this portfolio are listed and prioritized, earning a score of 3 for C2. However, they are only generally clear and somewhat detailed, and could benefit from more specificity. Five requirements are identified as high priority, earning a score of 5 for C3. The requirements are sometimes objective and measurable (C4, score 2), but could be improved by consistently using objective and measurable criteria. The requirements have potential to lead to a solution (C5, score 3), but this connection could be made more explicit. There is no evidence of validation by primary stakeholder groups (C6, score 0), which is a significant gap. To improve, the student should relate the design requirements to prior research, provide more detail and clarity in the requirements, consistently use objective and measurable criteria, and validate the requirements with primary stakeholder groups.",2.17
Case078_010330.pdf,,,0,1,0,3,3,0,0,3,5,2,3,0,,,,,,,There is no explicit evidence that the design requirements are related to prior research.,"Design requirements are listed and prioritized, but they are only generally clear and somewhat detailed.",Five of the design requirements listed are identified as high priority.,Design requirements may be only sometimes objective and/or measurable.,Design requirements have a potential to lead to a tangible and viable problem solution.,"There is no evidence that requirements represent the needs of, and have been validated by, any primary stakeholder groups.","The design requirements in this portfolio are listed and prioritized, earning a score of 3 for C2. However, they are only generally clear and somewhat detailed, and could benefit from more specificity. Five requirements are identified as high priority, earning a score of 5 for C3. The requirements are sometimes objective and measurable, earning a score of 2 for C4. More consistent use of objective and measurable criteria would strengthen this aspect. The requirements have potential to lead to a solution (C5 score of 3), but could be more directly connected to a viable, implementable solution. There is no evidence of validation by primary stakeholder groups (C6 score of 0), which is a significant gap. To improve, the student should link the requirements to prior research (C1), make the requirements more specific and consistently measurable (C2 and C4), and validate the requirements with primary stakeholders (C6).",2.17
Case079_000320.pdf,,,0,0,0,3,2,0,0,2,5,2,3,0,,,,,,,The student document does not provide any evidence of design requirements being related to prior research.,"The design requirements are listed and prioritized, but they lack specificity and detail.",Five of the design requirements listed are identified as high priority.,"The design requirements are sometimes objective and measurable, but not consistently.","The design requirements have potential to lead to a tangible and viable problem solution, but this is not clearly demonstrated.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The student's design requirements are listed and prioritized, earning a score of 2 for C2, but they lack specificity and detail. Five of these requirements are identified as high priority, earning a score of 5 for C3. However, the requirements are only sometimes objective and measurable, resulting in a score of 2 for C4. While the requirements have potential to lead to a solution (C5 score of 3), this is not clearly demonstrated. There is no evidence of validation by primary stakeholder groups, resulting in a score of 0 for C6. To improve, the student should ensure that all design requirements are clear, detailed, and consistently measurable. They should also demonstrate how these requirements relate to prior research and validate them with primary stakeholder groups.",2.00
Case080_310440.pdf,,,3,1,0,4,4,0,0,2,5,2,2,0,,,,,,,The student document does not provide any evidence of design requirements being related to prior research.,"The design requirements are listed and prioritized, but they lack specificity and detail.",Five of the design requirements listed are identified as high priority.,"The design requirements are sometimes objective and measurable, but not consistently.","The design requirements have some potential to lead to a tangible and viable problem solution, but this is not clearly demonstrated.","There is no evidence that the requirements represent the needs of, or have been validated by, any primary stakeholder groups.","The student's design requirements are listed and prioritized, earning a score of 2 for C2, but they lack specificity and detail. Five of these requirements are identified as high priority, earning a score of 5 for C3. However, the requirements are only sometimes objective and measurable (C4 score of 2), and their potential to lead to a tangible solution is not clearly demonstrated (C5 score of 2). There is no evidence of validation by primary stakeholder groups (C6 score of 0). The student should work on making their design requirements more specific and detailed, and ensure they are consistently objective and measurable. They should also seek validation from primary stakeholder groups and clearly demonstrate how their requirements will lead to a viable solution.",1.83
Case081_355550.docx,,,3,5,5,5,5,0,2,4,5,4,4,1,,,,,,,The design requirements are mentioned but there is no clear link to prior research.,"The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,The design requirements are nearly always objective and measurable.,The design requirements would be likely to lead to a tangible and viable problem solution.,"There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements are well listed, prioritized, and detailed, earning a score of 4 in category C2. Five high-priority requirements are identified, earning a score of 5 in category C3. The requirements are nearly always objective and measurable, earning a score of 4 in category C4. They are likely to lead to a tangible and viable problem solution, earning a score of 4 in category C5. However, there is minimal evidence of validation by primary stakeholder groups, earning a score of 1 in category C6. The link to prior research is not clear, earning a score of 2 in category C1. For improvement, the design requirements should be clearly linked to prior research. Also, there should be more evidence of validation by primary stakeholder groups.",3.33
Case082_020340.pdf,,,0,2,0,3,4,0,4,3,5,3,4,4,,,,,,,"Most design requirements are linked to prior research, but not all. The connection to research is explicit in some cases, but not consistently across all requirements.","Design requirements are listed and prioritized, but the level of detail and clarity varies. Some requirements could be more specific.","Five design requirements are identified as high priority: User Comfort, Stability, Attaching/Detaching Ease, Adjustability, and Compactness.","While most design requirements are objective and measurable, some could be more specific. For example, 'Appeal to the Eye' could benefit from more objective criteria.","The design requirements are likely to lead to a tangible and viable problem solution, but the connection could be made more explicit in some cases.","There is evidence that most requirements represent the needs of, and have been validated by, primary stakeholder groups. However, not all stakeholder groups are explicitly mentioned.","The design requirements are generally well-developed, with most linked to prior research and validated by stakeholders. However, the level of detail and clarity could be improved. For example, 'Appeal to the Eye' could benefit from more objective criteria. Additionally, while the requirements are likely to lead to a viable solution, the connection could be made more explicit in some cases. Finally, while most requirements represent the needs of stakeholders, not all stakeholder groups are explicitly mentioned. In future, ensure all requirements are consistently detailed, objective, and linked to both research and stakeholder needs.",3.83
Case083_134420.docx,,,1,3,4,4,2,0,2,4,5,3,3,1,,,,,,,"The design requirements are somewhat related to prior research, but the connection is not explicitly stated.","The design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are generally objective and measurable, but could be more specific.","The design requirements have a potential to lead to a tangible and viable problem solution, but the connection could be more explicit.","There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups.","The design requirements are somewhat related to prior research, but the connection could be more explicit (C1). The requirements are listed, prioritized, generally clear, and detailed (C2), and five of them are identified as high priority (C3). They are generally objective and measurable, but could be more specific (C4). The requirements have a potential to lead to a tangible and viable problem solution, but the connection could be more explicit (C5). There is minimal evidence that requirements represent the needs of, and have been validated by, primary stakeholder groups (C6). To improve, the student could make the connection to prior research more explicit, make the requirements more specific and measurable, and provide more evidence of stakeholder validation.",3.00
Case084_014110.pdf,,,0,1,4,1,1,0,4,4,5,3,4,2,,,,,,,"The design requirements are related to prior research, but the connection could be more explicit.","The requirements are listed, prioritized, and generally clear, but could be more detailed.","Four design requirements are identified as high priority, meeting the highest level of the rubric.","The design requirements are generally objective and measurable, but could be more specific.","The design requirements would likely lead to a tangible and viable problem solution, but could be more directly connected to the solution.","There is some evidence that requirements represent the needs of primary stakeholder groups, but validation is not explicitly demonstrated.","The student has done a good job of identifying and prioritizing design requirements, with four identified as high priority. However, the connection between these requirements and prior research could be more explicit, and the requirements themselves could be more detailed and specific. The requirements are generally objective and measurable, but could benefit from more specific criteria. While the requirements would likely lead to a tangible and viable solution, the connection between the requirements and the solution could be more direct. Finally, while there is some evidence that the requirements represent the needs of primary stakeholder groups, validation is not explicitly demonstrated. To improve, the student should make the connection to prior research more explicit, provide more detail in the requirements, and more clearly demonstrate stakeholder validation.",3.67
Case085_044230.pdf,,,0,4,4,2,3,0,4,4,4,3,4,2,,,,,,,"Most design requirements are related to prior research, but the connection could be more explicit.","Design requirements are listed, prioritized, and generally clear, but could be more detailed.",Four of the design requirements are identified as high priority.,"Design requirements are generally objective and measurable, but some could be more specific.",Design requirements would likely lead to a tangible and viable problem solution.,"There is some evidence that requirements represent the needs of primary stakeholder groups, but validation is not clearly demonstrated.","The student has done a good job of identifying and prioritizing design requirements, with most tied to prior research. However, the connections to research could be more explicit, and the requirements could be more detailed. While the requirements are generally objective and measurable, some could be more specific. The requirements are likely to lead to a viable solution, but the student should provide more evidence of stakeholder validation. For improvement, the student should make the connection to research more explicit, provide more detail in the requirements, make all requirements specific and measurable, and provide clear evidence of stakeholder validation.",3.50
Case086_555553.pdf,,,5,5,5,5,5,3,5,5,5,5,4,4,,,,,,,"The design requirements are clearly linked to prior research, with each requirement accompanied by a justification based on research data.","The design requirements are listed, prioritized, clear, and detailed. Each requirement is accompanied by a description, measurement method, and research-based justification.","Five of the design requirements are identified as high priority, meeting the highest score criteria.","The design requirements are consistently objective and measurable, with clear criteria and methods for measurement provided for each requirement.","The design requirements are likely to lead to a tangible and viable problem solution, but the connection between some requirements and the solution could be more explicitly articulated.","There is evidence that the requirements represent the needs of primary stakeholder groups, with feedback from a Speech-Language Pathologist validating the requirements. However, it is not clear if this represents 80%-100% of the stakeholder groups.","The design requirements are well-developed, with clear links to prior research and objective, measurable criteria. The requirements are also prioritized and detailed, with five identified as high priority. However, while the requirements are likely to lead to a viable solution, the connection between some requirements and the solution could be more explicitly articulated. Additionally, while there is evidence of stakeholder validation, it is not clear if this represents the majority of stakeholder groups. To improve, the team could provide more explicit links between each requirement and the proposed solution, and provide more evidence of validation from a wider range of stakeholder groups.",4.67
Case087_555553.pdf,,,5,5,5,5,5,3,5,5,5,5,4,3,,,,,,,"The design requirements are clearly related to prior research, with each requirement accompanied by a justification based on research data.","The design requirements are listed, prioritized, clear, and detailed. Each requirement is accompanied by a description, a method of measurement, and a justification.",Five of the design requirements are identified as high priority.,"The design requirements are consistently objective and measurable, with each requirement including a method of measurement.","The design requirements would likely lead to a tangible and viable problem solution, but the connection between some requirements and the solution could be more explicitly stated.","There is evidence that the requirements represent the needs of, and have been validated by, some primary stakeholder groups, but it is not clear that this represents 40%-59% of all possible stakeholder groups.","The design requirements are well-developed, with clear connections to prior research and objective, measurable criteria. The requirements are also well-prioritized, with five identified as high priority. However, the connection between some requirements and the solution could be more explicitly stated. Additionally, while there is evidence of stakeholder validation, it is not clear that this represents a majority of all possible stakeholder groups. To improve, the team could provide more explicit connections between each requirement and the solution, and could seek validation from a wider range of stakeholders.",4.50
Case088_045432.pdf,,,0,4,5,4,3,2,3,4,5,4,4,5,,,,,,,"Design requirements are related to prior research, but the connection is not explicitly stated for all requirements.","Design requirements are listed, prioritized, generally clear, and detailed.",Five of the design requirements listed are identified as high priority.,Design requirements are nearly always objective and measurable.,Design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, 80%-100% of primary stakeholder groups.","The design requirements are generally well-developed and clearly linked to prior research, although this connection could be made more explicit for all requirements (C1). The requirements are listed, prioritized, and detailed, but could be made clearer in some instances (C2). Five high-priority requirements are identified (C3), and these are nearly always objective and measurable (C4). The requirements are likely to lead to a viable solution (C5), and there is strong evidence of stakeholder validation (C6). To improve, the team could work on making the connection to prior research more explicit for all requirements, and ensure that all requirements are clearly defined and measurable. Additionally, the team could provide more detail on how each requirement will contribute to the final solution.",4.17
Case089_555555.pdf,,,5,5,5,5,5,5,4,5,5,4,4,5,,,,,,,"The design requirements are related to prior research, but the connection is not explicitly stated for all requirements.","The design requirements are listed, prioritized, clear, and detailed.",Five of the design requirements listed are identified as high priority.,"The design requirements are nearly always objective and measurable, but some could be more specific.",The design requirements would be likely to lead to a tangible and viable problem solution.,"There is evidence that requirements represent the needs of, and have been validated by, the primary stakeholder groups.","The portfolio demonstrates a strong understanding of the design requirements, with clear prioritization and detail (C2). Five high-priority requirements are identified (C3), and these are nearly always objective and measurable (C4). The requirements are likely to lead to a tangible and viable solution (C5), and there is evidence of validation by the primary stakeholder (C6). However, the connection between the requirements and prior research could be more explicitly stated for all requirements (C1). To improve, the student could provide more specific measurable criteria for some requirements (C4), and more explicitly connect all requirements to prior research (C1).",4.50
